n,cig,strutturaProponente:codiceFiscaleProp,strutturaProponente:denominazione,importoAggiudicazione,importoSommeLiquidate,oggetto,sceltaContraente,tempiCompletamento:dataInizio,tempiCompletamento:dataUltimazione,lottoID,ocid
1895,Z62272414A,IT-CF-00355870221,Comune di Trento,34830.1,38640.03,Opere da muratore di tipo manutentivo negli edifici comunali anno 2019,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-04-08T09:30:00Z,2019-09-20T09:30:00Z,idm40633,ocds-xxxxxx-Z62272414A
1896,Z662ABED49,IT-CF-00355870221,Comune di Trento,35000.0,0.0,Fornitura del servizio di utilizzo dell?applicativo Descrizione StrategicPA,23-AFFIDAMENTO DIRETTO,2019-12-06T09:30:00Z,,idm40668,ocds-xxxxxx-Z662ABED49
1897,Z48203DB22,IT-CF-00355870221,Comune di Trento,35050.0,34682.88,Finanziamento a bilancio anno 2018 - attivita socio assistenziali di livello locale La Bussola scs,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-01-01T09:30:00Z,2018-12-31T09:30:00Z,idm40687,ocds-xxxxxx-Z48203DB22
1898,Z7B2AF9373,IT-CF-00355870221,Comune di Trento,35549.42,0.0,INCARICO PER REDAZIONE PAINO ELIMINAZIONE BARRIERE ARCHITETTONICHE (PEBA),23-AFFIDAMENTO DIRETTO,2019-12-19T09:30:00Z,,idm40707,ocds-xxxxxx-Z7B2AF9373
1899,Z0A2909379,IT-CF-00355870221,Comune di Trento,35551.84,0.0,Orti per anziani a Mesiano di Povo - ppff 814-818 CC Trento - Realizzazione di un nuovo prefabbricato in legno ad uso servizi igienici,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm40726,ocds-xxxxxx-Z0A2909379
1900,ZDB25C2F1B,IT-CF-00355870221,Comune di Trento,35768.74,39389.97,Cimitero di Cadine - Realizzazione nuovi loculi ossari,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-05-22T09:30:00Z,2019-07-25T09:30:00Z,idm40750,ocds-xxxxxx-ZDB25C2F1B
1901,Z8B259C957,IT-CF-00355870221,Comune di Trento,36078.29,41489.91,Scuola elementare Sanzio. Rifacimento impianto idrico sanitario - piano interrato. Opere edili.,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm40803,ocds-xxxxxx-Z8B259C957
1902,ZCA2467926,IT-CF-00355870221,Comune di Trento,36079.12,22436.7,Servizio di messa in onda delle adunanze del Consiglio comunale,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-12-01T09:30:00Z,,idm40854,ocds-xxxxxx-ZCA2467926
1903,Z4D22A08D0,IT-CF-00355870221,Comune di Trento,36217.05,35075.62,"RDO MEPAT: SERVIZIO DI TAGLIO ERBA LUNGO BANCHINE, RAMPE E SCARPATE STRADE DELLA CITTA'",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-04-11T09:30:00Z,2018-11-09T09:30:00Z,idm40885,ocds-xxxxxx-Z4D22A08D0
1904,ZDA276A0F9,IT-CF-00355870221,Comune di Trento,36220.32,36220.32,Sistemazioni esterne sulla p.ed. 2803/2 in C.C. Trento,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-04-19T09:30:00Z,2019-05-29T09:30:00Z,idm40911,ocds-xxxxxx-ZDA276A0F9
1905,79472917FF,IT-CF-00355870221,Comune di Trento,36273.1,0.0,Verifica auto protezioni edifici comunali secondo EN 62305-2,23-AFFIDAMENTO DIRETTO,,,idm40946,ocds-xxxxxx-79472917FF
1906,Z171DBE476,IT-CF-00355870221,Comune di Trento,36750.0,36750.0,GESTIONE SALA DEMATTE' DI RAVINA DAL 1? GENNAIO 2017 AL 30 GIUGNO 2020,23-AFFIDAMENTO DIRETTO,2017-01-01T09:30:00Z,2020-06-30T09:30:00Z,idm40964,ocds-xxxxxx-Z171DBE476
1907,Z7729F7B6C,IT-CF-00355870221,Comune di Trento,36992.68,0.0,Scuola media Bresadola - sostituzione gruppo termico,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-10-01T09:30:00Z,,idm40984,ocds-xxxxxx-Z7729F7B6C
1908,7792438B41,IT-CF-00355870221,Comune di Trento,37314.0,0.0,"MANUTENZIONE, RIPARAZIONE DELLA CARROZZERIA DEGLI AUTOVEICOLI DI PROPRIETA' COMUNALE ANNO 2019",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm41009,ocds-xxxxxx-7792438B41
1909,Z872528A32,IT-CF-00355870221,Comune di Trento,37627.31,37607.67,MANUTENZIONE STRAORDINARIA PISTE CICLABILI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-03-21T09:30:00Z,2019-04-12T09:30:00Z,idm41027,ocds-xxxxxx-Z872528A32
1910,ZF62A63219,IT-CF-00355870221,Comune di Trento,37832.64,37832.64,Fornitura licenze software antivirus,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-11-18T09:30:00Z,,idm41059,ocds-xxxxxx-ZF62A63219
1911,78504815DC,IT-CF-00355870221,Comune di Trento,38834.59,37064.28,SCUOLA PRIMARIA ALDO GORFER VIA SOLTERI N. 22 - TRENTO. SOSTITUZIONE CONTROSOFFITTI  NELLE AULE E NEI CORRIDOI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-06-24T09:30:00Z,2019-07-30T09:30:00Z,idm41102,ocds-xxxxxx-78504815DC
1912,765940769B,IT-CF-00355870221,Comune di Trento,39262.29,38353.28,FORNITURA DI N. 1 AUTOVETTURA PER TRASPORTO PERSONE A BASSO IMPATTO AMBIENTALE E RITIRO MEZZO USATO,22-PROCEDURA NEGOZIATA CON PREVIA INDIZIONE DI GARA (SETTORI SPECIALI),2019-03-11T09:30:00Z,2019-09-23T09:30:00Z,idm41128,ocds-xxxxxx-765940769B
1913,Z6A2A0D10B,IT-CF-00355870221,Comune di Trento,39355.74,35200.0,INTERVENTO DI SOMMA URGENZA PER LA MESSA IN SICUREZZA DELLA PASSERELLA PER ATTRAVERSAMENTO PEDONALE IN LOC. CANOVA,23-AFFIDAMENTO DIRETTO,2019-09-20T09:30:00Z,,idm41160,ocds-xxxxxx-Z6A2A0D10B
1914,676485461E,IT-CF-00355870221,Comune di Trento,39600.0,36828.0,servizio di messa in onda delle sedute del consiglio comunale,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI GARA (SETTORI SPECIALI),2016-12-06T09:30:00Z,2018-11-30T09:30:00Z,idm41179,ocds-xxxxxx-676485461E
1915,Z3F25277C5,IT-CF-00355870221,Comune di Trento,39750.0,23000.0,Software gestione demografici su piattaforma in essere e migrazione anagrafe su ANPR,23-AFFIDAMENTO DIRETTO,2018-10-23T09:30:00Z,,idm41211,ocds-xxxxxx-Z3F25277C5
1916,7875878421,IT-CF-00355870221,Comune di Trento,39884.88,0.0,Progetto fare assieme: la citta si-cura. Inserimento lavorativo e accompagnamento all'occupabilita,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm41230,ocds-xxxxxx-7875878421
1917,Z472685576,IT-CF-00355870221,Comune di Trento,39900.0,17921.79,Servizio di postalizzazione tramite affrancatrice,23-AFFIDAMENTO DIRETTO,2019-01-01T09:30:00Z,2019-12-31T09:30:00Z,idm41260,ocds-xxxxxx-Z472685576
1918,774568122B,IT-CF-00355870221,Comune di Trento,40095.0,38144.52,FORNITURA DI SALGEMMA PER USO STRADALE PER SILOS,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2018-12-20T09:30:00Z,2019-01-16T09:30:00Z,idm41280,ocds-xxxxxx-774568122B
1919,766429584F,IT-CF-00355870221,Comune di Trento,41752.34,45009.97,"Lavori di sostituzione portoni edifici Caserme Corpi Vigili del Fuoco Volontari di Ravina, Romagnano e Villazzano - Opera 304018",08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-04-03T09:30:00Z,2019-05-28T09:30:00Z,idm41300,ocds-xxxxxx-766429584F
1920,7428100608,IT-CF-00355870221,Comune di Trento,44214.04,44206.08,RDO MEPAT: FORNITURA DI PALERIA IN LEGNO E ACCESSORI DI MONTAGGIO ANNO 2018,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-04-24T09:30:00Z,2018-10-08T09:30:00Z,idm41353,ocds-xxxxxx-7428100608
1921,7716139755,IT-CF-00355870221,Comune di Trento,44990.72,48524.54,SCUOLA ELEMENTARE SANZIO - PIAZZA R.SANZIO N. 15 -TRENTO. RESTAURO SERRAMENTI ESTERNI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-06-18T09:30:00Z,2019-08-26T09:30:00Z,idm41388,ocds-xxxxxx-7716139755
1922,7680412C79,IT-CF-00355870221,Comune di Trento,45005.94,44999.83,LAVORI DI REALIZZAZIONE NUOVO CAMPO BOCCE A RAVINA - OPERA N. 635018,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-04-30T09:30:00Z,2019-07-18T09:30:00Z,idm41441,ocds-xxxxxx-7680412C79
1923,7664337AF7,IT-CF-00355870221,Comune di Trento,46889.97,49190.1,Lavori di rifacimento allacci e collettore acque nere nella scuola secondaria di 1^ grado O. Winkler - Via degli Olmi n. 22 Trento. Opera 303618,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-06-24T09:30:00Z,2019-08-14T09:30:00Z,idm41494,ocds-xxxxxx-7664337AF7
1924,7832672D66,IT-CF-00355870221,Comune di Trento,47033.16,0.0,SERVIZIO DI INSTALLAZIONE E RIMOZIONE DI STRUTTURE PER LA PROPAGANDA ELETTORALE,22-PROCEDURA NEGOZIATA CON PREVIA INDIZIONE DI GARA (SETTORI SPECIALI),2019-04-01T09:30:00Z,,idm41547,ocds-xxxxxx-7832672D66
1925,771363769E,IT-CF-00355870221,Comune di Trento,47308.2,17965.71,Fornitura biennale di carta xerografica naturale e riciclata,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-02-27T09:30:00Z,,idm41566,ocds-xxxxxx-771363769E
1926,7997938B38,IT-CF-00355870221,Comune di Trento,48336.75,48336.69,ARREDO E SISTEMA DI OMBREGGIAMENTO NELLA CORTE INTERNA DELLE SCUOLE CRISPI A TRENTO,23-AFFIDAMENTO DIRETTO,2019-10-25T09:30:00Z,2019-12-14T09:30:00Z,idm41588,ocds-xxxxxx-7997938B38
1927,772316093E,IT-CF-00355870221,Comune di Trento,48361.56,48347.9,INTERVENTO DI SOMMA URGENZA SULLA STRADA COMUNALE P.F. 2221 C.C. POVO - VIA REDONDOLO  - PER IL RIPRISTINO DELLA VIABILITA' STRADALE A SEGUITO DI FRANAMENTO,23-AFFIDAMENTO DIRETTO,2018-11-29T09:30:00Z,2019-02-28T09:30:00Z,idm41608,ocds-xxxxxx-772316093E
1928,8058724D69,IT-CF-00355870221,Comune di Trento,49983.61,40983.61,AFFIDAMENTO INCARICO PER UTILIZZO DI SPAZI E ATTREZZATURE DEL CENTRO SERVIZI CULTURALI S.CHIARA,23-AFFIDAMENTO DIRETTO,2019-10-10T09:30:00Z,2019-10-13T09:30:00Z,idm41634,ocds-xxxxxx-8058724D69
1929,8083602F62,IT-CF-00355870221,Comune di Trento,50500.0,0.0,Finanziamento a retta servizi socio-assistenziali di livello locale - anno 2020 Iter scs,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm41654,ocds-xxxxxx-8083602F62
1930,81215009CF,IT-CF-00355870221,Comune di Trento,50992.56,0.0,Adeguamento impianti elettrici della Chieda della Madonna della Neve loc. Vaneze p.ed. 299 C.C. Sardagna e della Chiesetta alpina di Candriai p.ed. 381 C.C. Sardagna.,33-PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,,idm41672,ocds-xxxxxx-81215009CF
1931,7742533C58,IT-CF-00355870221,Comune di Trento,51227.77,56042.0,Lavori di demolizione del centro civico di San Dona - opera 632918,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-05-27T09:30:00Z,2019-07-05T09:30:00Z,idm41696,ocds-xxxxxx-7742533C58
1932,7931851283,IT-CF-00355870221,Comune di Trento,51267.87,0.0,Lavori di manutenzione ordinaria per opere da elettricista negli edifici di proprieta del Comune di Trento - II semestre 2019,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-08-13T09:30:00Z,2019-12-31T09:30:00Z,idm41716,ocds-xxxxxx-7931851283
1933,7375624D75,IT-CF-00355870221,Comune di Trento,51800.0,51800.0,AFFIDAMENTO SERVIZIO DI IMPAGINAZIONE E STAMPA DEL PERIODICO DEL COMUNE DI TRENTO 'TRENTO INFORMA' ANNO 2018 E 2019,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-04-20T09:30:00Z,,idm41742,ocds-xxxxxx-7375624D75
1934,805061165C,IT-CF-00355870221,Comune di Trento,53459.34,0.0,"Fornitura, consegna e posa in opera di materassi ignifughi, incluso lo smaltimento dei materassi usurati, per i nidi d'infanzia del Comune di Trento e per la scuola provinciale dell'infanzia di Meano.",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2020-01-16T09:30:00Z,,idm41776,ocds-xxxxxx-805061165C
1935,7779757A90,IT-CF-00355870221,Comune di Trento,53477.4,57027.55,FORNITURA DI 570 TONNELLATE DI CLORURO DI SODIO SALGEMMA SFUSO PER SILOS,23-AFFIDAMENTO DIRETTO,2019-01-29T09:30:00Z,2019-02-05T09:30:00Z,idm41819,ocds-xxxxxx-7779757A90
1936,77096940C2,IT-CF-00355870221,Comune di Trento,57387.82,64621.6,Lavori di adeguamento antincendio dell'asilo nido di Roncafort sito a Trento in Via G. Caproni n. 36 - piano primo,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-07-24T09:30:00Z,,idm41839,ocds-xxxxxx-77096940C2
1937,8103785EEC,IT-CF-00355870221,Comune di Trento,57396.0,0.0,Personal computer portatili,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2019-11-28T09:30:00Z,,idm41911,ocds-xxxxxx-8103785EEC
1938,730282737C,IT-CF-00355870221,Comune di Trento,57432.46,52213.43,Lavori di riordino area ludico-sportiva a Vason - opera n. 626717,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2018-07-02T09:30:00Z,2018-07-13T09:30:00Z,idm41930,ocds-xxxxxx-730282737C
1939,72514673DF,IT-CF-00355870221,Comune di Trento,58200.0,58019.14,Finanziamento a retta attivita socio-assistenziali di livello locale anno 2018 - ITER,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-01-01T09:30:00Z,2018-12-31T09:30:00Z,idm41950,ocds-xxxxxx-72514673DF
1940,7924946054,IT-CF-00355870221,Comune di Trento,60820.92,0.0,Sistemazione pavimentazione parte terminale via Loc. Vela (collegamento con via S.Giorgio) e canalizzazione acque superficiali,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm41970,ocds-xxxxxx-7924946054
1941,78528508D1,IT-CF-00355870221,Comune di Trento,60843.04,0.0,Interventi per la viabilita - sistemazione pavimentazione in pietra centro storico,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm41994,ocds-xxxxxx-78528508D1
1942,8065044CD7,IT-CF-00355870221,Comune di Trento,62987.65,0.0,FINANZIAMENTO A BILANCIO ANNO 2020 ATTIVITA SOCIO-ASSISTENZIALI - COSTRUZIONE E PROMOZIONE DI RETI,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm42018,ocds-xxxxxx-8065044CD7
1943,7908164760,IT-CF-00355870221,Comune di Trento,64200.74,63777.83,Sostituzione di alcuni serramenti in PVC presso la scuola primaria Clarina e la scuola primaria A. Schmid del Comune di Trento,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-07-15T09:30:00Z,2019-09-02T09:30:00Z,idm42036,ocds-xxxxxx-7908164760
1944,8083616AF1,IT-CF-00355870221,Comune di Trento,65500.0,0.0,Finanziamento a retta servizi socio-assistenziali di livello locale - anno 2020 Gruppo Sensibilizzazione Handicap scs,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2020-01-01T09:30:00Z,,idm42062,ocds-xxxxxx-8083616AF1
1945,7251420D13,IT-CF-00355870221,Comune di Trento,66000.0,66133.71,Finanziamento a retta attivita socio-assistenziali di livello locale anno 2018 - G.S.H.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-01-01T09:30:00Z,2018-12-31T09:30:00Z,idm42081,ocds-xxxxxx-7251420D13
1946,8005077E81,IT-CF-00355870221,Comune di Trento,66016.0,5473.8,"servizio di controllo, prelievo ed indagine analitica nonche attivita connesse all'attuazione del regolamento CE n. 852/2004 e ss. mm. e ii. concernente l'igiene dei prodotti alimentari (HACCP) nei nidi d'infanzia comunali e nelle scuole pr",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-09-16T09:30:00Z,,idm42101,ocds-xxxxxx-8005077E81
1947,6848642E27,IT-CF-00355870221,Comune di Trento,67000.0,65297.36,FINANZIAMENTO A RETTA ATTIVITA' SOCIO-ASSISTENZIALI DI LIVELLO LOCALE ANNO 2017 - GS4,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2017-01-01T09:30:00Z,2017-12-31T09:30:00Z,idm42123,ocds-xxxxxx-6848642E27
1948,73083923DE,IT-CF-00355870221,Comune di Trento,67130.69,67129.54,Lavori di realizzazione di un parcheggio per biciclette presso area Zuffo a Trento - Opera 626517,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2018-06-18T09:30:00Z,2018-08-31T09:30:00Z,idm42143,ocds-xxxxxx-73083923DE
1949,6284046ECB,IT-CF-00355870221,Comune di Trento,68834.2,68834.11,"SERVIZIO DI CONTROLLO, PRELIEVO ED INDAGINE ANALITICA NONCHE ATTIVITA CONNESSE ALL'ATTUAZIONE DEL REGOLAMENTO CE N. 852/2004 E SS. MM. E II. CONCERNENTE L'IGIENE DEI PRODOTTI ALIMENTARI (HACCP) NEI NIDI D'INFANZIA COMUNALI E NELLE SCUOLE PR",04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2015-09-07T09:30:00Z,,idm42163,ocds-xxxxxx-6284046ECB
1950,784979823C,IT-CF-00355870221,Comune di Trento,69426.57,0.0,Interventi per la viabilita - posa guardrail e banchettoni per messa in sicurezza,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm42194,ocds-xxxxxx-784979823C
1951,7843731396,IT-CF-00355870221,Comune di Trento,69765.0,85400.0,SERVIZIO DI ORGANIZZAZIONE LOGISTICA DELLA MANIFESTAZIONE TRENTO SMART CITY WEEK 2019,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2019-09-16T09:30:00Z,2019-09-23T09:30:00Z,idm42218,ocds-xxxxxx-7843731396
1952,7918796D2C,IT-CF-00355870221,Comune di Trento,70089.9,0.0,Palazzo Geremia sale Falconetto e Rappresentanza - realizzazione impianto audio - video. Teatro di Gardolo - integrazione impianti audio - video,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-11-04T09:30:00Z,2020-01-31T09:30:00Z,idm42266,ocds-xxxxxx-7918796D2C
1953,7099007DE3,IT-CF-00355870221,Comune di Trento,70665.63,70662.87,Fornitura biennale del materiale di cancelleria,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2017-09-12T09:30:00Z,2019-09-11T09:30:00Z,idm42292,ocds-xxxxxx-7099007DE3
1954,80835493A9,IT-CF-00355870221,Comune di Trento,71000.0,0.0,Finanziamento a retta servizi socio-assistenziali di livello locale - anno 2020 Grazie alla Vita scs,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,idm42312,ocds-xxxxxx-80835493A9
1955,76982160D0,IT-CF-00355870221,Comune di Trento,71113.07,75757.36,Scuola primaria Villazzano - parte nuova. Rifacimento servizi Igienici - opera N. 633918,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-06-11T09:30:00Z,2019-09-12T09:30:00Z,idm42330,ocds-xxxxxx-76982160D0
1956,72514348A2,IT-CF-00355870221,Comune di Trento,72000.0,71442.33,Finanziamento a retta attivita socio-assistenziali di livello locale anno 2018 -Grazie alla Vita,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2018-01-01T09:30:00Z,2018-12-31T09:30:00Z,idm42395,ocds-xxxxxx-72514348A2
1957,7845210817,IT-CF-00355870221,Comune di Trento,73246.08,0.0,Lavori di risanamento delle strutture in cemento armato della piscina della scuola media di Cognola in Via Ponte Alto n. 2/1 C.C. di Cognola,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-06-17T09:30:00Z,2019-10-04T09:30:00Z,idm42415,ocds-xxxxxx-7845210817
1958,7523222730,IT-CF-00355870221,Comune di Trento,74390.86,49528.3,LAVORI DI SISTEMAZIONE MARCIAPIEDI SULLA CITTA' E SUI SOBBORGHI - OPERA  418218,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2018-10-30T09:30:00Z,,idm42441,ocds-xxxxxx-7523222730
1959,79440716C5,IT-CF-00355870221,Comune di Trento,75270.4,0.0,Opere da pittore di tipo manutentivo in vari edifici di proprieta del Comune di Trento - 2^ semestre 2019.,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-07-31T09:30:00Z,2019-12-27T09:30:00Z,idm42493,ocds-xxxxxx-79440716C5
1960,760608109B,IT-CF-00355870221,Comune di Trento,76362.35,84679.92,"LAVORI DI RIFACIMENTO DEL MANTO DI COPERTURA DELLA PALESTRA DELLA SCUOLA MEDIA G. PASCOLI IN VIA ZNOJMO, 24 A POVO DI TRENTO - P.ED. 312/2 C.C. POVO - OPERA 303818",08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-06-17T09:30:00Z,2019-08-14T09:30:00Z,idm42519,ocds-xxxxxx-760608109B
1961,7153042CFB,IT-CF-00355870221,Comune di Trento,77047.0,40983.0,CO-PROGETTAZIONE PER LA REALIZZAZIONE DEL PROGETTO DI SVILUPPO DI COMUNITA' - SPERIMENTAZIONE DEL WELFARE GENERATIVO DI QUARTIERE,01-PROCEDURA APERTA,2017-12-27T09:30:00Z,2019-12-31T09:30:00Z,idm42572,ocds-xxxxxx-7153042CFB
1962,7879048C16,IT-CF-00355870221,Comune di Trento,77214.0,0.0,EDIFICIO PLURIUSO E SCUOLA ARGENTARIO - P.ED. 327 C.C. COGNOLA - RIFACIMENTO IMPIANTI NEL LOCALE TECNICO PISCINA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,2019-09-24T09:30:00Z,idm42592,ocds-xxxxxx-7879048C16
1963,81250012EF,IT-CF-00355870221,Comune di Trento,77909.91,0.0,Lavori di ripristino sentiero storico culturale a Meano dalla sponda trentina a Gazzadina (Progetto Avisio) tratto S.Lazzaro - Camparta Bassa,33-PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,,idm42617,ocds-xxxxxx-81250012EF
1964,7849884932,IT-CF-00355870221,Comune di Trento,79466.72,75817.53,SCUOLA PRIMARIA ALDO GORFER VIA SOLTERI N. 22 - TRENTO. SOSTITUZIONE CORPI ILLUMINANTI NELLE AULE E NEI CORRIDOI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-06-24T09:30:00Z,2019-07-30T09:30:00Z,idm42668,ocds-xxxxxx-7849884932
1965,76423109B6,IT-CF-00355870221,Comune di Trento,81315.89,83576.36,Scuola materna equiparata S. Anna di Gardolo - lavori di riqualificazione dell'impianto di illuminazione e adeguamento dell'impianto rilevazione fumi - opera 303018,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-04-23T09:30:00Z,2019-06-19T09:30:00Z,idm42694,ocds-xxxxxx-76423109B6
1966,7410720F97,IT-CF-00355870221,Comune di Trento,83000.0,68605.12,Fornitura gas naturale periodo 1/04/201/ - 31/03/2019,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2018-04-01T09:30:00Z,2019-03-31T09:30:00Z,idm42747,ocds-xxxxxx-7410720F97
1967,77801341AF,IT-CF-00355870221,Comune di Trento,83000.0,48428.6,Fornitura gas naturale periodo 1 aprile 2019 - 31 marzo 2020,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,2019-04-01T09:30:00Z,,idm42767,ocds-xxxxxx-77801341AF
1968,7845420564,IT-CF-00355870221,Comune di Trento,83815.62,0.0,INTERVENTI PER LA VIABILITA' - RIFACIMENTO MURO DI SOSTEGNO STRADE PUBBLICHE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,,,idm42786,ocds-xxxxxx-7845420564
1969,8089204E4D,IT-CF-00355870221,Comune di Trento,85841.15,0.0,LAVORI DI RIFACIMENTO DELLE PAVIMENTAZIONI IN PORFIDO DI VIA ORFANE A TRENTO,33-PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,,idm42810,ocds-xxxxxx-8089204E4D
1970,7726095F46,IT-CF-00355870221,Comune di Trento,86192.8,98408.82,"Asilo nido Gianni Rodari a Trento - p,ed, 6399 C.C. Trento - 2^ lotto - rifacimento del manto di copertura",08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-07-01T09:30:00Z,2019-09-19T09:30:00Z,idm42861,ocds-xxxxxx-7726095F46
1971,76907542F9,IT-CF-00355870221,Comune di Trento,88529.28,93841.81,LAVORI DI SISTEMAZIONE E REGOLARIZZAZIONE AREA PARCHEGGIO LOCALITA' VANEZE PER L'APPRESTAMENTO ESTIVO DI CAMPO DA BASKET RIMOVIBILE - OPERA N. 632418,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-05-31T09:30:00Z,2019-09-02T09:30:00Z,idm42914,ocds-xxxxxx-76907542F9
1972,7129231B86,IT-CF-00355870221,Comune di Trento,89268.55,82694.92,Lavori di manutenzione e rifacimento muri di sostegno stradale - opera 165317,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2017-12-12T09:30:00Z,2018-12-07T09:30:00Z,idm42967,ocds-xxxxxx-7129231B86
1973,7040997E85,IT-CF-00355870221,Comune di Trento,90531.6,42888.42,fornitura di pannolini ai nidi d'infanzia comunali con sede nel Comune di Trento,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,2017-09-01T09:30:00Z,,idm43020,ocds-xxxxxx-7040997E85
1974,7694271949,IT-CF-00355870221,Comune di Trento,90853.52,100674.0,Scuola primaria Villazzano parte nuova e di Vigo Meano - sostituzione controsoffitti - opera 634018,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2019-06-12T09:30:00Z,2019-09-02T09:30:00Z,idm43057,ocds-xxxxxx-7694271949
